step,session_step,wins,stage,stage_kill,stage_boss_kill,boss_damage,boss_real_damage,avg_reward,best_avg_reward,reward,window_reward,death_resets,boss_stall_resets,last_terminal_reason,progress,best_progress,boss_hp_pct,sps,epsilon,loss,replay_size,updates,episode,elapsed_sec,device,player_hp,player_full_hp,accuracy,window_accuracy,hit_power,hurt_power,shot_power,window_hit_power,window_hurt_power,window_shot_power,action,action_label,boss_alive_frames,boss_no_hit_frames,boss_low_hp_no_hit_frames,boss_time_penalty,total_boss_time_penalty
3555000,560000,0,4,0,0,20460.0,23460.0,123.49871393372516,1506.053892995224,1.1900000000000002,123498.71393372516,19237,0,hit_death,4.0/0,4.0/0,0.7121666666666666,17.598227811520747,0.03,408.6169760067616,50000,716829,19237,25099.373130083084,cuda,100,100,0.8409996477069966,0.9333941605839416,10312775.0,17120.0,12262520.0,20460.0,45.0,21920.0,5,down,131,0,0,-0.01,-4505.4100000027875
3556000,561000,0,4,0,0,19975.0,22895.0,101.56024645833348,1506.053892995224,1.08,101560.24645833348,19244,0,hit_death,4.0/0,4.0/0,0.7906666666666666,17.766698968736513,0.03,465.5274643792534,50000,717079,19244,25155.65920495987,cuda,100,100,0.8411250329685358,0.9112682481751825,10332750.0,17155.0,12284440.0,19975.0,35.0,21920.0,1,up,12,13,0,-0.12,-4511.770000002795
3557000,562000,0,4,0,0,20405.0,23385.0,69.31980208333324,1506.053892995224,236.04812500000003,69319.80208333324,19251,0,hit_death,4.0/0,4.0/0,0.8845,18.07871934910431,0.03,499.55154653744313,50000,717329,19251,25210.97285747528,cuda,100,100,0.8412849128418152,0.9308850364963503,10353155.0,17190.0,12306360.0,20405.0,35.0,21920.0,6,left-down,142,0,0,0.0,-4518.410000002804
3558000,563000,0,4,0,0,20440.0,23380.0,159.16252041666644,1506.053892995224,610.2000000000002,159162.52041666643,19257,0,hit_death,4.0/0,4.0/0,0.6381666666666667,17.839745307733143,0.03,451.91310360321535,50000,717579,19257,25267.028468847275,cuda,100,100,0.8414470631750739,0.9324817518248175,10373595.0,17235.0,12328280.0,20440.0,45.0,21920.0,5,down,83,0,0,0.0,-4523.980000002811
3559000,564000,0,4,0,0,20440.0,23440.0,34.19934458333338,1506.053892995224,60.007291666666674,34199.344583333375,19265,0,hit_death,4.0/0,4.0/0,0.8801666666666667,17.8323819344534,0.03,457.99524547379303,50000,717829,19265,25323.10622692108,cuda,100,100,0.8416113637394171,0.9341864716636198,10394035.0,17290.0,12350160.0,20440.0,55.0,21880.0,5,down,71,0,0,0.0,-4531.40000000282
3560000,565000,0,4,0,0,20540.0,23540.0,23.958483541666673,1506.053892995224,118.20208333333335,23958.483541666672,19273,0,hit_death,4.0/0,4.0/0,0.8803333333333333,17.18701091997208,0.03,511.2221057591112,50000,718079,19273,25381.290700674057,cuda,100,100,0.8417831659128163,0.9387568555758684,10414575.0,17360.0,12372040.0,20540.0,70.0,21880.0,5,down,70,0,0,0.0,-4538.810000002829
3561000,566000,0,4,0,0,20230.0,23200.0,22.265300416666644,1506.053892995224,281.14166666666665,22265.300416666643,19281,0,hit_death,4.0/0,4.0/0,0.8796666666666667,17.511619927592402,0.03,500.3659292170952,50000,718329,19281,25438.39564037323,cuda,100,100,0.8419293492292995,0.9245886654478976,10434805.0,17425.0,12393920.0,20230.0,65.0,21880.0,1,up,115,0,0,0.0,-4546.230000002838
3562000,567000,0,4,0,0,20400.0,23360.0,163.46645062500005,1506.053892995224,1587.822916666667,163466.45062500006,19286,0,hit_death,4.0/0,4.0/0,0.744,17.3314092318089,0.03,493.9957466640562,50000,718579,19286,25496.094352960587,cuda,100,100,0.8420832836657571,0.9289617486338798,10455205.0,17450.0,12415880.0,20400.0,25.0,21960.0,1,up,332,0,0,0.0,-4550.890000002844
3563000,568000,0,4,0,0,20265.0,23225.0,177.1409134320986,1506.053892995224,224.11166666666662,177140.9134320986,19293,0,hit_death,4.0/0,4.0/0,0.5306666666666666,18.247561992000865,0.03,448.037964578182,50000,718829,19293,25550.897194623947,cuda,100,100,0.8422339464146161,0.9278846153846154,10475470.0,17485.0,12437720.0,20265.0,35.0,21840.0,7,left,56,0,0,0.0,-4557.350000002852
3564000,569000,0,4,0,0,19225.0,21995.0,-9.62305854166668,1506.053892995224,322.45624999999995,-9623.05854166668,19302,0,hit_death,4.0/0,4.0/0,0.8746666666666667,18.284507413843446,0.03,483.7264994364489,50000,719079,19302,25605.589305639267,cuda,100,100,0.8423060191918121,0.8835018382352942,10494695.0,17545.0,12459480.0,19225.0,60.0,21760.0,8,stay,24,0,0,0.0,-4565.690000002862
3565000,570000,0,4,0,0,20510.0,23550.0,102.81457338215597,1506.053892995224,317.00750000000005,102814.57338215597,19308,0,hit_death,4.0/0,4.0/0,0.8686666666666667,17.223043081691117,0.03,519.9197231590998,50000,719329,19308,25663.651054382324,cuda,100,100,0.8424726952832063,0.9373857404021938,10515205.0,17580.0,12481360.0,20510.0,35.0,21880.0,4,right-down,146,0,0,0.0,-4571.290000002869
3566000,571000,0,4,0,0,20405.0,23425.0,96.44456729166684,1506.053892995224,1.1800000000000002,96444.56729166684,19315,0,hit_death,4.0/0,4.0/0,0.7915,17.032800806800807,0.03,490.65331142774846,50000,719579,19315,25722.36130475998,cuda,100,100,0.842627694492965,0.9308850364963503,10535610.0,17620.0,12503280.0,20405.0,40.0,21920.0,1,up,2,3,0,-0.02,-4576.9100000028775
3567000,572000,0,4,0,0,20090.0,22970.0,166.2844108333333,1506.053892995224,236.42916666666667,166284.4108333333,19321,0,hit_death,4.0/0,4.0/0,0.6293333333333333,18.27515923714522,0.03,449.00885687941235,50000,719829,19321,25777.081389188766,cuda,100,100,0.8427596932893472,0.9181901279707495,10555700.0,17650.0,12525160.0,20090.0,30.0,21880.0,5,down,72,0,0,0.0,-4583.390000002885
3568000,573000,0,4,0,0,20055.0,22955.0,48.224402500000004,1506.053892995224,222.3416666666666,48224.402500000004,19329,0,hit_death,4.0/0,4.0/0,0.8035,17.64699086212143,0.03,432.8594136322072,50000,720079,19329,25833.749273777008,cuda,100,100,0.8428911293536303,0.9182692307692307,10575755.0,17695.0,12547000.0,20055.0,45.0,21840.0,8,stay,52,0,0,0.0,-4590.820000002895
3569000,574000,0,4,0,0,20470.0,23470.0,232.5734881488508,1506.053892995224,102.78750000000001,232573.4881488508,19333,0,hit_death,4.0/0,4.0/0,0.6723333333333333,17.143228243083346,0.03,451.78993494159175,50000,720329,19333,25892.081344366074,cuda,100,100,0.84304976083864,0.9338503649635036,10596225.0,17715.0,12568920.0,20470.0,20.0,21920.0,5,down,35,0,0,0.0,-4594.630000002901
3570000,575000,0,4,0,0,19350.0,22090.0,55.78166541666665,1506.053892995224,422.6291666666668,55781.66541666665,19340,0,hit_death,4.0/0,4.0/0,0.7978333333333333,18.096975430178887,0.03,466.66185882018624,50000,720579,19340,25947.339196920395,cuda,100,100,0.8431242434928471,0.885989010989011,10615575.0,17765.0,12590760.0,19350.0,50.0,21840.0,5,down,253,0,0,0.0,-4601.200000002911
3571000,576000,0,4,0,0,19770.0,22570.0,67.10864685347865,1506.053892995224,839.2166666666667,67108.64685347864,19348,0,hit_death,4.0/0,4.0/0,0.7121666666666666,18.551391948625728,0.03,415.23023718220196,50000,720829,19348,26001.24350786209,cuda,100,100,0.8432317682317683,0.9052197802197802,10635345.0,17810.0,12612600.0,19770.0,45.0,21840.0,5,down,38,0,0,0.0,-4608.640000002921
3572000,577000,0,4,0,0,20225.0,23105.0,207.84534411265466,1506.053892995224,477.87812500000007,207845.34411265465,19353,0,hit_death,4.0/0,4.0/0,0.6041666666666666,18.414465257048004,0.03,472.1912783929914,50000,721079,19353,26055.549642801285,cuda,100,100,0.8433669237393309,0.9209927140255009,10655570.0,17840.0,12634560.0,20225.0,30.0,21960.0,1,up,111,0,0,0.0,-4613.320000002927
3573000,578000,0,4,0,0,20230.0,23270.0,42.4254350067027,1506.053892995224,61.232291666666676,42425.4350067027,19361,0,hit_death,4.0/0,4.0/0,0.8005,17.701174993447367,0.03,412.65027158882424,50000,721329,19361,26112.04306769371,cuda,100,100,0.8435100028444107,0.9262820512820513,10675800.0,17905.0,12656400.0,20230.0,65.0,21840.0,6,left-down,78,0,0,0.0,-4620.760000002937
3574000,579000,0,4,0,0,20265.0,23245.0,134.79757754099174,1506.053892995224,178.85416666666663,134797.57754099174,19367,0,hit_death,4.0/0,4.0/0,0.7851666666666667,17.037026289435158,0.03,441.71462265984985,50000,721579,19367,26170.73975753784,cuda,100,100,0.8436526879040375,0.9261882998171846,10696065.0,17935.0,12678280.0,20265.0,30.0,21880.0,1,up,20,0,0,0.0,-4626.390000002945
3575000,580000,0,4,0,0,20550.0,23570.0,209.59420794839033,1506.053892995224,265.05625,209594.20794839034,19371,0,hit_death,4.0/0,4.0/0,0.668,17.26274869114613,0.03,431.5058591306806,50000,721829,19371,26228.667959928513,cuda,100,100,0.8438146643359947,0.9375,10716615.0,17965.0,12700200.0,20550.0,30.0,21920.0,5,down,191,0,0,0.0,-4630.230000002953
3576000,581000,0,4,0,0,20470.0,23490.0,170.8622556519857,1506.053892995224,728.9375000000002,170862.2556519857,19376,0,hit_death,4.0/0,4.0/0,0.7043333333333334,17.51796101970666,0.03,520.984503497111,50000,722079,19376,26285.752228975296,cuda,100,100,0.8439697943424523,0.9338503649635036,10737085.0,18005.0,12722120.0,20470.0,40.0,21920.0,6,left-down,79,0,0,0.0,-4634.93000000296
3577000,582000,0,4,0,0,19760.0,22580.0,41.718011875000045,1506.053892995224,568.0250000000001,41718.01187500005,19384,0,hit_death,4.0/0,4.0/0,0.7818333333333334,18.54788272448012,0.03,461.9392930821598,50000,722329,19384,26339.666738510132,cuda,100,100,0.8440713276836158,0.903107861060329,10756845.0,18055.0,12744000.0,19760.0,50.0,21880.0,8,stay,117,0,0,0.0,-4642.38000000297
3578000,583000,0,4,0,0,19730.0,22570.0,102.02927687500016,1506.053892995224,1.1500000000000001,102029.27687500017,19391,0,hit_death,4.0/0,4.0/0,0.7131666666666666,18.10091522279606,0.03,459.77833666874824,50000,722579,19391,26394.913565158844,cuda,100,100,0.8441675178913858,0.9000912408759124,10776575.0,18105.0,12765920.0,19730.0,50.0,21920.0,1,up,5,6,0,-0.05,-4648.130000002978
3579000,584000,0,4,0,0,19905.0,22705.0,77.6176002619395,1506.053892995224,178.69375,77617.6002619395,19398,0,hit_death,4.0/0,4.0/0,0.7893333333333333,18.881872685267187,0.03,434.9214822133865,50000,722829,19398,26447.875415086746,cuda,100,100,0.844282344992399,0.9114010989010989,10796480.0,18145.0,12787760.0,19905.0,40.0,21840.0,5,down,73,0,0,0.0,-4655.390000002986
3580000,585000,0,4,0,0,19575.0,22335.0,52.91971996755692,1506.053892995224,-24024.93,52919.71996755692,19406,0,hit_death,4.0/0,4.0/0,0.7668333333333334,18.348478808528974,0.03,471.1999579312717,50000,723079,19406,26502.376848697662,cuda,100,100,0.8443683819373534,0.8946526508226691,10816055.0,18195.0,12809640.0,19575.0,50.0,21880.0,2,right-up,0,1,0,0.0,-4661.890000002994
3581000,586000,0,4,0,0,19440.0,22220.0,30.243493958333303,1506.053892995224,594.9750000000001,30243.493958333303,19414,0,hit_death,4.0/0,4.0/0,0.8068333333333333,19.166967193196214,0.03,464.2834916570703,50000,723329,19414,26554.550944566727,cuda,100,100,0.8444462369110968,0.8901098901098901,10835495.0,18245.0,12831480.0,19440.0,50.0,21840.0,5,down,124,1,0,0.0,-4670.270000003005
3582000,587000,0,4,0,0,20025.0,22835.0,97.30339416666673,1506.053892995224,481.45104166666675,97303.39416666674,19421,0,hit_death,4.0/0,4.0/0,0.7276666666666667,17.6363371489899,0.03,482.9552411218341,50000,723579,19421,26611.25305891037,cuda,100,100,0.8445693408395651,0.9168956043956044,10855520.0,18290.0,12853320.0,20025.0,45.0,21840.0,1,up,111,0,0,0.0,-4676.800000003014
3583000,588000,0,4,0,0,19430.0,22190.0,18.326893749999943,1506.053892995224,567.2083333333333,18326.893749999945,19430,0,hit_death,4.0/0,4.0/0,0.7766666666666666,18.8539123817727,0.03,427.8202075095167,50000,723829,19430,26664.292448282242,cuda,100,100,0.8446431900086989,0.8880255941499086,10874950.0,18340.0,12875200.0,19430.0,50.0,21880.0,5,down,121,0,0,0.0,-4685.130000003024
3584000,589000,0,4,0,0,19960.0,22820.0,-4.128100378755856,1506.053892995224,1.09,-4128.100378755856,19440,0,hit_death,4.0/0,4.0/0,0.7903333333333333,17.756028130452762,0.03,471.4882881679386,50000,724079,19440,26720.61134982109,cuda,100,100,0.8447631232069474,0.9155963302752294,10894910.0,18400.0,12897000.0,19960.0,60.0,21800.0,1,up,11,12,0,-0.11,-4694.090000003034
3585000,590000,0,4,0,0,20290.0,23150.0,71.56872667181918,1506.053892995224,169.353125,71568.72667181918,19447,0,hit_death,4.0/0,4.0/0,0.8168333333333333,17.512532860184614,0.03,517.275996411204,50000,724329,19447,26777.713312625885,cuda,100,100,0.8449055797579349,0.9290293040293041,10915200.0,18450.0,12918840.0,20290.0,50.0,21840.0,5,down,57,0,0,0.0,-4700.840000003042
3586000,591000,0,4,0,0,20175.0,23075.0,15.157439134897995,1506.053892995224,-24368.3875,15157.439134897995,19456,0,hit_death,4.0/0,4.0/0,0.8135,17.97880544203429,0.03,464.8514098489126,50000,724579,19456,26833.334360599518,cuda,100,100,0.8450360567263645,0.9220749542961609,10935375.0,18515.0,12940720.0,20175.0,65.0,21880.0,1,up,0,0,0,0.0,-4708.250000003051
3587000,592000,0,4,0,0,19795.0,22615.0,103.3130848091119,1506.053892995224,346.7520833333333,103313.0848091119,19463,0,hit_death,4.0/0,4.0/0,0.7021666666666667,18.984746273564188,0.03,488.50207030955306,50000,724829,19463,26886.008227586746,cuda,100,100,0.8451419939949948,0.9080275229357798,10955170.0,18550.0,12962520.0,19795.0,35.0,21800.0,1,up,33,0,0,0.0,-4715.680000003061
3588000,593000,0,4,0,0,20945.0,24105.0,363.89290584876494,1506.053892995224,159.85208333333333,363892.90584876493,19466,0,hit_death,4.0/0,4.0/0,0.4645,17.4540470102958,0.03,424.4659344838165,50000,725079,19466,26943.302530288696,cuda,100,100,0.8453283314490266,0.9555200729927007,10976115.0,18575.0,12984440.0,20945.0,25.0,21920.0,5,down,148,0,0,0.0,-4718.540000003066
3589000,594000,0,4,0,0,20465.0,23465.0,144.22809218526112,1506.053892995224,256.48125,144228.0921852611,19472,0,hit_death,4.0/0,4.0/0,0.706,17.61615538214593,0.03,431.6379282697663,50000,725329,19472,27000.068605422974,cuda,100,100,0.8454797360052652,0.9353290676416819,10996580.0,18610.0,13006320.0,20465.0,35.0,21880.0,1,up,179,0,0,0.0,-4724.150000003074
3590000,595000,0,4,0,0,19610.0,22350.0,-60.59533437500006,1506.053892995224,230.30416666666667,-60595.33437500006,19483,0,hit_death,4.0/0,4.0/0,0.8545,19.43671325218944,0.03,491.35175533722634,50000,725579,19483,27051.51763319969,cuda,100,100,0.8455727935351948,0.9011948529411765,11016190.0,18680.0,13028080.0,19610.0,70.0,21760.0,5,down,62,0,0,0.0,-4734.350000003086
3591000,596000,0,4,0,0,19210.0,21890.0,13.39587479166684,1506.053892995224,316.46250000000003,13395.87479166684,19492,0,hit_death,4.0/0,4.0/0,0.785,18.90141884118023,0.03,496.70608706725903,50000,725829,19492,27104.42471408844,cuda,100,100,0.8456297050096859,0.8795787545787546,11035400.0,18730.0,13049920.0,19210.0,50.0,21840.0,8,stay,148,0,0,0.0,-4742.700000003097
3592000,597000,0,4,0,0,20095.0,22915.0,82.45412636791868,1506.053892995224,224.47812499999998,82454.12636791868,19500,0,hit_death,4.0/0,4.0/0,0.7085,17.478082202455447,0.03,451.8362081615185,50000,726079,19500,27161.640228271484,cuda,100,100,0.8457515414862529,0.918418647166362,11055495.0,18775.0,13071800.0,20095.0,45.0,21880.0,5,down,128,0,0,0.0,-4750.120000003106
3593000,598000,0,4,0,0,19510.0,22290.0,82.1854077083334,1506.053892995224,223.15833333333333,82185.4077083334,19507,0,hit_death,4.0/0,4.0/0,0.7688333333333334,17.971792107367857,0.03,481.0988285760937,50000,726329,19507,27217.28298187256,cuda,100,100,0.8458308766698946,0.8933150183150184,11075005.0,18815.0,13093640.0,19510.0,40.0,21840.0,1,up,53,0,0,0.0,-4756.610000003114
3594000,599000,0,4,0,0,20250.0,23190.0,110.54066125000004,1506.053892995224,1266.6687500000003,110540.66125000005,19514,0,hit_death,4.0/0,4.0/0,0.7111666666666666,18.036632911351578,0.03,450.6297064205178,50000,726579,19514,27272.726702451706,cuda,100,100,0.8459637894646953,0.9255027422303473,11095255.0,18855.0,13115520.0,20250.0,40.0,21880.0,8,stay,217,0,0,0.0,-4763.0900000031215
3595000,600000,0,4,0,0,20415.0,23435.0,125.70092854166678,1506.053892995224,-24316.995833333334,125700.92854166678,19520,0,hit_death,4.0/0,4.0/0,0.7765,16.473646818930757,0.03,435.0829239565883,50000,726829,19520,27333.429715633392,cuda,100,100,0.8461036667610531,0.9296448087431693,11115670.0,18900.0,13137480.0,20415.0,45.0,21960.0,5,down,0,0,0,0.0,-4767.770000003128
3596000,601000,0,4,0,0,19595.0,22405.0,-9.012374296293206,1506.053892995224,222.3416666666666,-9012.374296293206,19529,0,hit_death,4.0/0,4.0/0,0.8518333333333333,18.20428942354232,0.03,440.9885746632848,50000,727079,19529,27388.36282467842,cuda,100,100,0.8461910530059396,0.8988532110091743,11135265.0,18965.0,13159280.0,19595.0,65.0,21800.0,1,up,52,0,0,0.0,-4776.980000003138
3597000,602000,0,4,0,0,19705.0,22565.0,68.88237164101733,1506.053892995224,158.328125,68882.37164101732,19536,0,hit_death,4.0/0,4.0/0,0.7906666666666666,18.159069469607264,0.03,462.94432475259987,50000,727329,19536,27443.431725740433,cuda,100,100,0.8462813591520018,0.9005941499085923,11154970.0,19015.0,13181160.0,19705.0,50.0,21880.0,5,down,40,0,0,0.0,-4783.4400000031455
3598000,603000,0,4,0,0,19530.0,22320.0,-34.176917533588515,1506.053892995224,92.72500000000001,-34176.917533588516,19546,0,hit_death,4.0/0,4.0/0,0.8421666666666666,18.89849239800837,0.03,515.5177323108297,50000,727579,19546,27496.345999479294,cuda,100,100,0.8463658039282219,0.8975183823529411,11174500.0,19080.0,13202920.0,19530.0,65.0,21760.0,7,left,198,0,0,0.0,-4792.640000003155
3599000,604000,0,4,0,0,20155.0,23075.0,60.64914916666667,1506.053892995224,311.14687499999997,60649.14916666667,19554,0,hit_death,4.0/0,4.0/0,0.804,17.509105431631326,0.03,451.4455430165091,50000,727829,19554,27553.459140062332,cuda,100,100,0.846489549936483,0.9211608775137111,11194655.0,19130.0,13224800.0,20155.0,50.0,21880.0,5,down,244,0,0,0.0,-4800.010000003163
3600000,605000,0,4,0,0,19675.0,22475.0,16.109698839485517,1506.053892995224,399.38333333333344,16109.698839485516,19563,0,hit_death,4.0/0,4.0/0,0.7135,18.518976398167034,0.03,459.1897147786372,50000,728079,19563,27607.45780491829,cuda,100,100,0.8465792080104841,0.9008699633699634,11214330.0,19200.0,13246640.0,19675.0,70.0,21840.0,1,up,34,0,0,0.0,-4808.320000003173
3601000,606000,0,4,0,0,19550.0,22350.0,0.9054709011361011,1506.053892995224,306.2541666666666,905.470901136101,19573,0,hit_death,4.0/0,4.0/0,0.7133333333333334,18.82850240830246,0.03,440.9096020106927,50000,728329,19573,27660.568773508072,cuda,100,100,0.8466591501061161,0.8951465201465202,11233880.0,19260.0,13268480.0,19550.0,60.0,21840.0,5,down,135,0,0,0.0,-4817.490000003182
3602000,607000,0,4,0,0,18955.0,21615.0,-57.90680703491549,1506.053892995224,250.51666666666662,-57906.80703491549,19584,0,hit_death,4.0/0,4.0/0,0.8535,19.55087219679796,0.03,415.0416140764256,50000,728579,19584,27711.717386722565,cuda,100,100,0.8466940600376816,0.8679029304029304,11252835.0,19315.0,13290320.0,18955.0,55.0,21840.0,0,left-up,89,1,0,0.0,-4827.630000003193
3603000,608000,0,4,0,0,19970.0,22750.0,118.79309541666694,1506.053892995224,257.2104166666666,118793.09541666694,19591,0,hit_death,4.0/0,4.0/0,0.7118333333333333,18.595067244935777,0.03,484.98499207809107,50000,728829,19591,27765.495089530945,cuda,100,100,0.8468051015011839,0.9143772893772893,11272805.0,19355.0,13312160.0,19970.0,40.0,21840.0,5,down,37,0,0,0.0,-4834.140000003202
3604000,609000,0,4,0,0,19970.0,22830.0,62.64701259341068,1506.053892995224,619.25625,62647.012593410676,19599,0,hit_death,4.0/0,4.0/0,0.7318333333333333,18.44618141165959,0.03,467.79567745007284,50000,729079,19599,27819.707374334335,cuda,100,100,0.8469157792110394,0.9143772893772893,11292775.0,19410.0,13334000.0,19970.0,55.0,21840.0,5,down,238,0,0,0.0,-4841.570000003211
3605000,610000,0,4,0,0,19550.0,22310.0,-18.3105459715199,1506.053892995224,162.2,-18310.5459715199,19609,0,hit_death,4.0/0,4.0/0,0.736,19.2592684768072,0.03,453.8070432350494,50000,729329,19609,27871.63042640686,cuda,100,100,0.8469946480341184,0.8951465201465202,11312325.0,19475.0,13355840.0,19550.0,65.0,21840.0,5,down,159,0,0,0.0,-4850.760000003221
3606000,611000,0,4,0,0,20135.0,23035.0,-8.120869846249384,1506.053892995224,1.1800000000000002,-8120.869846249384,19619,0,hit_death,4.0/0,4.0/0,0.7948333333333333,18.49180182798008,0.03,445.99559152724305,50000,729579,19619,27925.708444833755,cuda,100,100,0.8471195218289623,0.9236238532110091,11332460.0,19545.0,13377640.0,20135.0,70.0,21800.0,1,up,2,3,0,-0.02,-4859.090000003231
3607000,612000,0,4,0,0,19880.0,22760.0,60.80087125000012,1506.053892995224,89.61874999999996,60800.87125000012,19627,0,hit_death,4.0/0,4.0/0,0.8001666666666667,17.825677046665145,0.03,483.7344900712216,50000,729829,19627,27981.80829524994,cuda,100,100,0.8472199004143433,0.9085923217550275,11352340.0,19585.0,13399520.0,19880.0,40.0,21880.0,1,up,19,0,0,0.0,-4867.39000000324
3608000,613000,0,4,0,0,20870.0,23930.0,182.12520599073832,1506.053892995224,292.57499999999993,182125.20599073832,19632,0,hit_death,4.0/0,4.0/0,0.6465,17.4221284912631,0.03,450.18486608113983,50000,730079,19632,28039.20756340027,cuda,100,100,0.8473911890229364,0.9520985401459854,11373210.0,19625.0,13421440.0,20870.0,40.0,21920.0,5,down,122,0,0,0.0,-4872.090000003247
3609000,614000,0,4,0,0,20075.0,22935.0,14.848939583333289,1506.053892995224,445.2989583333333,14848.93958333329,19641,0,hit_death,4.0/0,4.0/0,0.8516666666666667,14.357259434793885,0.03,463.52190553596665,50000,730329,19641,28108.85973572731,cuda,100,100,0.8475103472079647,0.9208715596330275,11393285.0,19675.0,13443240.0,20075.0,50.0,21800.0,8,stay,191,0,0,0.0,-4880.430000003257
3610000,615000,0,4,0,0,19865.0,22725.0,3.180498879796847,1506.053892995224,-22822.794791666667,3180.498879796847,19651,0,hit_death,4.0/0,4.0/0,0.7408333333333333,17.278647677422278,0.03,446.52127674024496,50000,730579,19651,28166.735634088516,cuda,100,100,0.8476110056531413,0.9095695970695971,11413150.0,19740.0,13465080.0,19865.0,65.0,21840.0,2,right-up,0,1,0,0.0,-4888.750000003267
3611000,616000,0,4,0,0,19610.0,22430.0,-89.09410618673843,1506.053892995224,71.59374999999999,-89094.10618673843,19662,0,hit_death,4.0/0,4.0/0,0.8605,19.728665097459338,0.03,448.8779148643982,50000,730829,19662,28217.423300743103,cuda,100,100,0.8476974591527741,0.9011948529411765,11432760.0,19835.0,13486840.0,19610.0,95.0,21760.0,5,down,115,0,0,0.0,-4899.7800000032785
3612000,617000,0,4,0,0,19950.0,22810.0,61.52063812500032,1506.053892995224,425.26874999999995,61520.63812500032,19670,0,hit_death,4.0/0,4.0/0,0.7941666666666667,16.772091723448284,0.03,457.0845461199445,50000,731079,19670,28277.047156095505,cuda,100,100,0.8478037824569092,0.9134615384615384,11452710.0,19880.0,13508680.0,19950.0,45.0,21840.0,1,up,27,0,0,0.0,-4907.180000003287
3613000,618000,0,4,0,0,20855.0,23935.0,118.9494222916668,1506.053892995224,76.90208333333331,118949.42229166681,19676,0,hit_death,4.0/0,4.0/0,0.8016666666666666,16.223014652988972,0.03,428.45830905328563,50000,731329,19676,28338.688980817795,cuda,100,100,0.8479741414989476,0.9531535648994516,11473565.0,19920.0,13530560.0,20855.0,40.0,21880.0,1,up,131,0,0,0.0,-4912.760000003294
3614000,619000,0,4,0,0,19810.0,22670.0,-82.7001127166471,1506.053892995224,158.9679166666667,-82700.1127166471,19688,0,hit_death,4.0/0,4.0/0,0.8636666666666667,18.21097802801551,0.03,488.0329409369741,50000,731579,19688,28393.60191297531,cuda,100,100,0.8480693456509548,0.907051282051282,11493375.0,19990.0,13552400.0,19810.0,70.0,21840.0,6,left-down,147,0,0,0.0,-4923.780000003306
3615000,1000,0,0,1,0,0.0,0.0,-68.33637518342793,-68.33637518342793,0.0,-68336.37518342794,19693,0,hit_death,0.1/0,4.0/0,0.0,88.15883734278087,0.03,649.9079899224276,1004,729547,19693,11.343162298202515,cuda,100,100,0.04181901279707496,0.04181901279707496,915.0,25.0,21880.0,915.0,25.0,21880.0,6,left-down,0,0,0,0.0,0.0
3616000,2000,0,0,0,0,0.0,0.0,-60.660669198735,-60.660669198735,0.0,-60660.669198735,19697,0,hit_death,0.0/0,4.0/0,0.0,121.42571012028466,0.03,568.5595384937521,2008,729797,19697,19.607671976089478,cuda,100,100,0.042769160583941604,0.04371584699453552,1875.0,50.0,43840.0,960.0,25.0,21960.0,8,stay,0,0,0,0.0,0.0
3617000,3000,0,0,0,0,0.0,0.0,-47.90295317131079,-47.90295317131079,0.0,-47902.95317131079,19700,0,hit_death,0.0/0,4.0/0,0.0,102.35134812626909,0.03,513.3836541354385,3011,730047,19700,29.40994381904602,cuda,100,100,0.035844471445929525,0.022045454545454545,2360.0,70.0,65840.0,485.0,20.0,22000.0,6,left-down,0,0,0,0.0,0.0
3618000,4000,0,1,1,0,0.0,0.0,5.1667492078245285,5.1667492078245285,0.0,5166.749207824529,19701,0,hit_death,1.1/0,4.0/0,0.0,86.73562455535446,0.03,596.157664621216,4012,730297,19701,40.9724326133728,cuda,100,100,0.04115437158469945,0.057045454545454545,3615.0,75.0,87840.0,1255.0,5.0,22000.0,8,stay,0,0,0,0.0,0.0
3619000,5000,0,1,0,0,0.0,0.0,-50.13512801338498,5.1667492078245285,-0.8,-50135.12801338498,19705,0,hit_death,1.0/0,4.0/0,0.0,88.04324427804997,0.03,603.439160036092,5016,730547,19705,52.36248803138733,cuda,100,100,0.04383886255924171,0.05461608775137111,4810.0,105.0,109720.0,1195.0,30.0,21880.0,7,left,0,0,0,0.0,0.0
3620000,6000,0,1,1,0,0.0,0.0,-41.62546607555638,5.1667492078245285,0.2295302203696255,-41625.46607555638,19709,0,hit_death,1.1/0,4.0/0,0.0,84.66485442374301,0.03,634.3683833722156,6020,730797,19709,64.17476153373718,cuda,100,100,0.050174718930416286,0.08188868613138686,6605.0,135.0,131640.0,1795.0,30.0,21920.0,5,down,0,0,0,0.0,0.0
3621000,7000,0,1,2,0,0.0,0.0,28.375712149161856,28.375712149161856,0.0,28375.712149161856,19711,0,hit_death,1.2/0,4.0/0,0.0,64.76139702535437,0.03,690.5830371085113,7022,731047,19711,79.61605906486511,cuda,100,100,0.06583571986461859,0.15954545454545455,10115.0,155.0,153640.0,3510.0,20.0,22000.0,5,down,0,0,0,0.0,0.0
