step,session_step,wins,stage,stage_kill,stage_boss_kill,boss_damage,boss_real_damage,avg_reward,best_avg_reward,reward,window_reward,death_resets,boss_stall_resets,last_terminal_reason,progress,best_progress,boss_hp_pct,sps,epsilon,loss,replay_size,updates,episode,elapsed_sec,device,player_hp,player_full_hp,accuracy,window_accuracy,hit_power,hurt_power,shot_power,window_hit_power,window_hurt_power,window_shot_power,action,action_label,boss_alive_frames,boss_no_hit_frames,boss_low_hp_no_hit_frames,boss_time_penalty,total_boss_time_penalty
1026000,6000,0,0,0,0,0.0,0.0,-14.487479539546639,1506.053892995224,0.0,-14487.479539546639,6535,0,hit_death,0.0/0,4.0/0,0.0,123.0027108196211,0.03,325.4128000786925,6017,90989,6535,68.24790072441101,cuda,100,100,0.05125379939209727,0.04219890510948905,6745.0,90.0,131600.0,925.0,15.0,21920.0,8,stay,0,0,0,0.0,0.0
1027000,7000,0,0,2,0,0.0,0.0,-4.8028955376366165,1506.053892995224,0.0,-4802.895537636617,6537,0,hit_death,0.2/0,4.0/0,0.0,83.67553394796944,0.03,303.97611129677273,7019,91239,6537,80.19982624053955,cuda,100,100,0.04962229747330034,0.039845173041894354,7620.0,100.0,153560.0,875.0,10.0,21960.0,7,left,0,0,0,0.0,0.0
1028000,8000,0,1,2,0,0.0,0.0,40.41549082112856,1506.053892995224,400.45073852104997,40415.49082112856,6538,0,hit_death,1.2/0,4.0/0,0.0,68.79862538696217,0.03,350.39839547431154,8020,91489,6538,94.7359972000122,cuda,100,100,0.05876823154056518,0.12272313296903462,10315.0,105.0,175520.0,2695.0,5.0,21960.0,4,right-down,0,0,0,0.0,0.0
1029000,9000,0,1,3,0,0.0,0.0,26.19697459852472,1506.053892995224,-0.48395061728395067,26196.974598524717,6540,0,hit_death,1.3/0,4.0/0,0.0,53.00410255381138,0.03,380.63974304112304,9022,91739,6540,113.60346508026123,cuda,100,100,0.06712072108567957,0.13387978142076504,13255.0,120.0,197480.0,2940.0,15.0,21960.0,6,left-down,0,0,0,0.0,0.0
1030000,10000,0,1,4,0,0.0,0.0,40.35367973654588,1506.053892995224,0.0,40353.67973654588,6542,0,hit_death,1.4/0,4.0/0,0.0,56.931752951474834,0.03,344.90561031326706,10024,91989,6542,131.1683554649353,cuda,100,100,0.07387916894477857,0.13454545454545455,16215.0,130.0,219480.0,2960.0,10.0,22000.0,1,up,0,0,0,0.0,0.0
1031000,11000,0,1,0,0,0.0,0.0,-7.774557625631941,1506.053892995224,0.0,-7774.557625631941,6546,0,hit_death,1.0/0,4.0/0,0.0,63.426317782077405,0.03,370.89079700386094,11028,92239,6546,146.93468141555786,cuda,100,100,0.07827257663628832,0.12226277372262774,18895.0,155.0,241400.0,2680.0,25.0,21920.0,4,right-down,0,0,0,0.0,0.0
1032000,12000,0,1,5,0,0.0,0.0,40.172497517547896,1506.053892995224,0.3245417844304558,40172.4975175479,6547,0,hit_death,1.5/0,4.0/0,0.0,44.97132974583058,0.03,375.23347650885734,12029,92489,6547,169.17207169532776,cuda,100,100,0.0811503416856492,0.11272727272727273,21375.0,160.0,263400.0,2480.0,5.0,22000.0,2,right-up,0,0,0,0.0,0.0
1033000,13000,0,2,0,0,6920.0,6920.0,46.54610710882881,1506.053892995224,-1.33,46546.10710882881,6550,0,hit_death,2.0/0,4.0/0,0.761,33.487461631032716,0.03,379.05256314934235,13032,92739,6550,199.03399467468262,cuda,100,100,0.10117045135968601,0.3413023679417122,28870.0,175.0,285360.0,7495.0,15.0,21960.0,1,up,186,0,0,-0.53,-96.76000000000002
1034000,1000,0,0,7,0,0.0,0.0,21.854526760876293,1506.053892995224,0.0,21854.526760876295,6551,0,hit_death,0.7/0,4.0/0,0.0,56.734003857930226,0.03,292.0628196125375,1000,92207,6551,17.626113653182983,cuda,100,100,0.07627504553734062,0.07627504553734062,1675.0,5.0,21960.0,1675.0,5.0,21960.0,6,left-down,0,0,0,0.0,0.0
1035000,2000,0,0,5,0,0.0,0.0,-0.9945508817207768,1506.053892995224,0.0,-994.5508817207767,6553,0,hit_death,0.5/0,4.0/0,0.0,115.30338633376735,0.03,271.9269721329069,2002,92457,6553,26.298885822296143,cuda,100,100,0.061075660893345485,0.045848540145985404,2680.0,15.0,43880.0,1005.0,10.0,21920.0,4,right-down,0,0,0,0.0,0.0
1036000,3000,0,0,0,0,0.0,0.0,-15.942749719924013,1506.053892995224,0.0,-15942.749719924013,6556,0,hit_death,0.0/0,4.0/0,0.0,93.2493580789499,0.03,289.8287785823808,3005,92707,6556,37.023820638656616,cuda,100,100,0.05338699878493317,0.03802367941712204,3515.0,30.0,65840.0,835.0,15.0,21960.0,6,left-down,0,0,0,0.0,0.0
1037000,1000,0,0,1,0,0.0,0.0,-13.337523842865647,1506.053892995224,0.0,-13337.523842865647,6559,0,hit_death,0.1/0,4.0/0,0.0,59.590435948028684,0.03,287.62754460297793,1002,92207,6559,16.781216382980347,cuda,100,100,0.04644808743169399,0.04644808743169399,1020.0,15.0,21960.0,1020.0,15.0,21960.0,5,down,0,0,0,0.0,0.0
1038000,2000,0,0,2,0,0.0,0.0,5.4774734388078885,1506.053892995224,0.0,5477.473438807889,6561,0,hit_death,0.2/0,4.0/0,0.0,88.21496289487821,0.03,289.59941398578127,2004,92457,6561,28.118162631988525,cuda,100,100,0.05111566484517304,0.055783242258652097,2245.0,25.0,43920.0,1225.0,10.0,21960.0,7,left,0,0,0,0.0,0.0
1039000,3000,0,0,2,0,0.0,0.0,1.6339746195842466,1506.053892995224,0.12011766843369871,1633.9746195842465,6563,0,hit_death,0.2/0,4.0/0,0.0,93.52306093910282,0.03,314.56656609854514,3006,92707,6563,38.81171250343323,cuda,100,100,0.05172936893203883,0.052954545454545456,3410.0,35.0,65920.0,1165.0,10.0,22000.0,5,down,0,0,0,0.0,0.0
1040000,4000,0,0,1,0,0.0,0.0,-12.705600151728081,1506.053892995224,0.0,-12705.600151728082,6566,0,hit_death,0.1/0,4.0/0,0.0,85.23002279605781,0.03,317.6898200930581,4009,92957,6566,50.54466724395752,cuda,100,100,0.05058033682294037,0.0471311475409836,4445.0,50.0,87880.0,1035.0,15.0,21960.0,8,stay,0,0,0,0.0,0.0
1041000,5000,0,0,0,0,0.0,0.0,10.132205810917196,1506.053892995224,0.0,10132.205810917196,6568,0,hit_death,0.0/0,4.0/0,0.0,95.69201105137525,0.03,250.83829626464697,5011,93207,6568,60.9958610534668,cuda,100,100,0.05524208227156899,0.07386363636363637,6070.0,60.0,109880.0,1625.0,10.0,22000.0,8,stay,0,0,0,0.0,0.0
1042000,6000,0,0,9,0,0.0,0.0,21.251458144318946,1506.053892995224,2.12,21251.458144318945,6569,0,hit_death,0.9/0,4.0/0,0.0,74.87218206281082,0.03,233.66842705035137,6012,93457,6569,74.352956533432,cuda,100,100,0.05863167475728155,0.075591985428051,7730.0,65.0,131840.0,1660.0,5.0,21960.0,7,left,0,0,0,0.0,0.0
1043000,7000,0,2,2,0,0.0,0.0,75.63218176966454,1506.053892995224,-0.8,75632.18176966454,6569,0,hit_death,2.2/0,4.0/0,0.0,37.6194244950178,0.03,247.17303742786132,7012,93707,6569,100.93496870994568,cuda,100,100,0.07579303172126885,0.17863636363636365,11660.0,65.0,153840.0,3930.0,0.0,22000.0,4,right-down,0,0,0,0.0,0.0
1044000,8000,0,3,2,0,12850.0,15640.0,234.51687358906568,1506.053892995224,-0.7000000000000001,234516.87358906568,6570,0,hit_death,3.2/0,4.0/0,0.0,64.05331488454647,0.03,269.2565369970443,8013,93957,6570,116.54696321487427,cuda,100,100,0.14399454049135577,0.6209090909090909,25320.0,70.0,175840.0,13660.0,5.0,22000.0,1,up,312,3,0,-0.7000000000000001,-352.55999999999983
1045000,9000,0,3,0,0,16935.0,19945.0,243.65214513004682,1506.053892995224,187.08250000000004,243652.14513004682,6572,0,hit_death,3.0/0,4.0/0,0.442,75.47373792458234,0.03,288.954711984701,9015,94207,6572,129.79660511016846,cuda,100,100,0.21827603640040444,0.8130692167577414,43175.0,80.0,197800.0,17855.0,10.0,21960.0,8,stay,196,0,0,0.0,-450.6099999999997
1046000,10000,0,3,0,0,20645.0,23835.0,426.1202188417359,1506.053892995224,1.1900000000000002,426120.2188417359,6574,0,hit_death,3.0/0,4.0/0,0.02275,69.34216316592376,0.03,306.79260177883447,10017,94457,6574,144.2188446521759,cuda,100,100,0.29235668789808916,0.9584090909090909,64260.0,95.0,219800.0,21085.0,15.0,22000.0,1,up,1,2,0,-0.01,-455.93999999999954
1047000,11000,0,3,1,0,18510.0,21610.0,310.76335673998517,1506.053892995224,339.71500000000003,310763.3567399852,6575,0,hit_death,3.1/0,4.0/0,0.23125,75.3764103995158,0.03,307.75195825756936,11018,94707,6575,157.48559474945068,cuda,100,100,0.34602498345466576,0.8831967213114754,83655.0,100.0,241760.0,19395.0,5.0,21960.0,5,down,347,0,0,0.0,-461.1099999999993
1048000,12000,0,3,1,0,20520.0,23580.0,292.61891714939725,1506.053892995224,893.8025,292618.91714939725,6577,0,hit_death,3.1/0,4.0/0,0.38875,79.47194737481537,0.03,319.7778706956566,12020,94957,6577,170.06865119934082,cuda,100,100,0.396856991204125,0.9554545454545454,104675.0,110.0,263760.0,21020.0,10.0,22000.0,1,up,518,0,0,0.0,-462.75999999999914
1049000,13000,0,3,0,0,18620.0,21710.0,347.0598663593011,1506.053892995224,289.5075,347059.8663593011,6579,0,hit_death,3.0/0,4.0/0,0.20625,73.55290974054908,0.03,324.8249327446985,13022,95207,6579,183.66530632972717,cuda,100,100,0.4367474096891627,0.916742700729927,124770.0,120.0,285680.0,20095.0,10.0,21920.0,0,left-up,171,0,0,0.0,-484.8599999999989
1050000,14000,0,3,0,0,13735.0,16565.0,285.38644404151336,1506.053892995224,271.87,285386.4440415134,6580,0,hit_death,3.0/0,4.0/0,0.229,63.6220084218573,0.03,323.90099623403256,14023,95457,6580,199.38413739204407,cuda,100,100,0.45930308152385907,0.7527322404371585,141300.0,125.0,307640.0,16530.0,5.0,21960.0,4,right-down,213,0,0,0.0,-731.8799999999986
1051000,15000,0,3,0,0,20460.0,23540.0,303.9635267579918,1506.053892995224,530.64625,303963.5267579918,6582,0,hit_death,3.0/0,4.0/0,0.331,80.35349603947665,0.03,341.6789787716263,15025,95707,6582,211.82914662361145,cuda,100,100,0.49241596893580875,0.9554545454545454,162320.0,135.0,329640.0,21020.0,10.0,22000.0,3,right,258,0,0,0.0,-733.5599999999985
1052000,16000,0,3,0,0,19540.0,22580.0,295.0151275934136,1506.053892995224,131.63250000000002,295015.1275934136,6584,0,hit_death,3.0/0,4.0/0,0.367,80.99637554937979,0.03,341.711053179679,16027,95957,6584,224.17637825012207,cuda,100,100,0.5187286689419796,0.9137067395264117,182385.0,145.0,351600.0,20065.0,10.0,21960.0,1,up,222,0,0,0.0,-735.539999999998
1053000,17000,0,3,0,0,20870.0,24110.0,394.4354201354438,1506.053892995224,449.71500000000003,394435.4201354438,6585,0,hit_death,3.0/0,4.0/0,0.27425,68.3501475165982,0.03,338.006442386531,17028,96207,6585,238.8069245815277,cuda,100,100,0.5441514989293362,0.9504545454545454,203295.0,150.0,373600.0,20910.0,5.0,22000.0,8,stay,602,0,0,0.0,-736.369999999998
1054000,18000,0,3,0,0,19730.0,22750.0,326.06797740528214,1506.053892995224,334.99999999999994,326067.97740528214,6587,0,hit_death,3.0/0,4.0/0,0.24175,74.28950445088343,0.03,305.43838814206924,18030,96457,6587,252.26777625083923,cuda,100,100,0.5652619071695824,0.924408014571949,223595.0,160.0,395560.0,20300.0,10.0,21960.0,5,down,292,0,0,0.0,-738.3399999999975
1055000,19000,0,3,1,0,21010.0,24270.0,440.2158882462237,1506.053892995224,663.7700000000001,440215.8882462237,6588,0,hit_death,3.1/0,4.0/0,0.196,71.3078804525876,0.03,297.8838647747694,19031,96707,6588,266.2914717197418,cuda,100,100,0.5873167927962448,0.9838636363636364,245240.0,165.0,417560.0,21645.0,5.0,22000.0,1,up,669,0,0,0.0,-739.1799999999974
1056000,20000,0,4,0,0,19135.0,21875.0,266.3201970245729,1506.053892995224,421.60833333333335,266320.19702457293,6592,0,hit_death,4.0/0,4.0/0,0.0,26.412154569375524,0.03,330.7991588246519,20035,96957,6592,304.15282821655273,cuda,100,100,0.6019180014561339,0.8795537340619308,264555.0,185.0,439520.0,19315.0,20.0,21960.0,5,down,280,0,0,0.0,-743.2599999999971
1057000,21000,0,4,0,0,18065.0,20465.0,144.25925954041693,1506.053892995224,215.40000000000003,144259.25954041694,6598,0,hit_death,4.0/0,4.0/0,0.7853333333333333,24.70432250193275,0.03,334.2058552192294,21041,97207,6598,344.6325752735138,cuda,100,100,0.6125270914607716,0.8256398537477148,282620.0,215.0,461400.0,18065.0,30.0,21880.0,5,down,65,0,0,0.0,-748.7499999999969
1058000,22000,0,4,0,0,17590.0,19870.0,96.71783696242896,1506.053892995224,189.19916666666668,96717.83696242896,6605,0,hit_death,4.0/0,4.0/0,0.8518333333333333,24.979533781206424,0.03,340.15449042099243,22048,97457,6605,384.6663496494293,cuda,100,100,0.6211926833305744,0.8039305301645339,300210.0,250.0,483280.0,17590.0,35.0,21880.0,5,down,33,0,0,0.0,-755.1899999999966
1059000,23000,0,4,0,0,18545.0,21065.0,165.13831181857054,1506.053892995224,199.475,165138.31181857054,6610,0,hit_death,4.0/0,4.0/0,0.7871666666666667,22.959881686243527,0.03,358.8138804428108,23053,97707,6610,428.2205810546875,cuda,100,100,0.6309481393507522,0.8460310218978102,318755.0,275.0,505200.0,18545.0,25.0,21920.0,4,right-down,39,0,0,0.0,-759.8399999999964
1060000,24000,0,4,0,0,18685.0,21245.0,187.97454912512612,1506.053892995224,1.11,187974.54912512613,6615,0,hit_death,4.0/0,4.0/0,0.7638333333333334,22.758200430834574,0.03,366.30784619602406,24058,97957,6615,472.1617863178253,cuda,100,100,0.6402064202777566,0.8539762340036563,337440.0,300.0,527080.0,18685.0,25.0,21880.0,1,up,9,10,0,-0.09,-764.0099999999961
1061000,25000,0,4,0,0,18670.0,21130.0,164.01433238760904,1506.053892995224,56.02604166666667,164014.33238760906,6620,0,hit_death,4.0/0,4.0/0,0.7911666666666667,23.446744387456636,0.03,371.48096029802423,25063,98207,6620,514.8116307258606,cuda,100,100,0.6486520947176685,0.8517335766423357,356110.0,325.0,549000.0,18670.0,25.0,21920.0,6,left-down,65,0,0,0.0,-769.069999999996
1062000,26000,0,4,0,0,19340.0,22080.0,238.90612058298015,1506.053892995224,223.7708333333334,238906.12058298016,6624,0,hit_death,4.0/0,4.0/0,0.7141666666666666,21.81578918720266,0.03,377.0254933169211,26067,98457,6624,560.6499907970428,cuda,100,100,0.6576227842780075,0.8822992700729927,375450.0,345.0,570920.0,19340.0,20.0,21920.0,3,right,70,0,0,0.0,-772.8299999999957
1063000,27000,0,4,0,0,19340.0,21960.0,217.34181106461878,1506.053892995224,307.99687499999993,217341.81106461879,6628,0,hit_death,4.0/0,4.0/0,0.7676666666666667,22.133913686040724,0.03,394.18379674768477,27071,98707,6628,605.8305289745331,cuda,100,100,0.6659300991835908,0.8822992700729927,394790.0,365.0,592840.0,19340.0,20.0,21920.0,6,left-down,98,0,0,0.0,-776.5699999999955
1064000,28000,0,4,0,0,19235.0,21895.0,224.95038520947296,1506.053892995224,303.7366666666667,224950.38520947297,6632,0,hit_death,4.0/0,4.0/0,0.7035,22.029574582444685,0.03,385.92431897989144,28075,98957,6632,651.2250518798828,cuda,100,100,0.6733865721163229,0.8743181818181818,414025.0,385.0,614840.0,19235.0,20.0,22000.0,5,down,160,0,0,0.0,-780.2899999999953
1065000,29000,0,4,0,0,18415.0,20875.0,112.10016716551159,1506.053892995224,189.565625,112100.1671655116,6639,0,hit_death,4.0/0,4.0/0,0.8175,23.181601496231313,0.03,418.1944289974655,29082,99207,6639,694.3627099990845,cuda,100,100,0.6791682372157306,0.841636197440585,432440.0,420.0,636720.0,18415.0,35.0,21880.0,5,down,95,0,0,0.0,-786.779999999995
1066000,30000,0,4,0,0,18910.0,21430.0,174.80921687831375,1506.053892995224,135.76041666666663,174809.21687831375,6644,0,hit_death,4.0/0,4.0/0,0.7778333333333334,22.21937875284409,0.03,408.6134281514119,30087,99457,6644,739.3684687614441,cuda,100,100,0.6852757196647637,0.8626824817518248,451350.0,445.0,658640.0,18910.0,25.0,21920.0,3,right,123,0,0,0.0,-791.4199999999947
1067000,31000,0,4,0,0,18960.0,21440.0,164.62900884161,1506.053892995224,360.15416666666664,164629.00884161,6649,0,hit_death,4.0/0,4.0/0,0.8493333333333334,22.54140160069004,0.03,390.1065318583833,31092,99707,6649,783.7322840690613,cuda,100,100,0.6910632420359704,0.864963503649635,470310.0,470.0,680560.0,18960.0,25.0,21920.0,2,right-up,207,0,0,0.0,-796.0499999999945
1068000,32000,0,4,0,0,18445.0,20985.0,163.78125393064178,1506.053892995224,318.5260416666666,163781.25393064177,6655,0,hit_death,4.0/0,4.0/0,0.7671666666666667,23.181467736631806,0.03,395.5821125875341,32098,99957,6655,826.8701910972595,cuda,100,100,0.6957564628174467,0.8414689781021898,488755.0,500.0,702480.0,18445.0,30.0,21920.0,5,down,23,0,0,0.0,-801.6699999999942
1069000,33000,0,4,0,0,17840.0,20240.0,113.4092712557997,1506.053892995224,193.08749999999995,113409.2712557997,6661,0,hit_death,4.0/0,4.0/0,0.8396666666666667,23.7743092122376,0.03,400.6589281600862,33104,100207,6661,868.9324016571045,cuda,100,100,0.699369098238445,0.8153564899451554,506595.0,530.0,724360.0,17840.0,30.0,21880.0,5,down,103,0,0,0.0,-807.2899999999938
1070000,34000,0,4,0,0,18420.0,20900.0,162.80798430346243,1506.053892995224,192.73749999999993,162807.98430346244,6667,0,hit_death,4.0/0,4.0/0,0.7151666666666666,22.823322323483715,0.03,379.5926887314673,34110,100457,6667,912.7482318878174,cuda,100,100,0.7035471162092625,0.8418647166361974,525015.0,560.0,746240.0,18420.0,30.0,21880.0,5,down,33,0,0,0.0,-812.8399999999936
1071000,35000,0,4,0,0,17975.0,20375.0,151.60599446969047,1506.053892995224,145.56041666666664,151605.9944696905,6672,0,hit_death,4.0/0,4.0/0,0.7658333333333334,22.836492659778514,0.03,393.95827763145013,35115,100707,6672,956.5377933979034,cuda,100,100,0.7068709643824204,0.8200273722627737,542990.0,585.0,768160.0,17975.0,25.0,21920.0,1,up,148,0,0,0.0,-817.5199999999933
1072000,36000,0,4,0,0,18145.0,20625.0,140.2899922802263,1506.053892995224,230.50833333333333,140289.9922802263,6678,0,hit_death,4.0/0,4.0/0,0.7781666666666667,24.038294342423782,0.03,400.8285761231307,36121,100957,6678,998.139083147049,cuda,100,100,0.7102615057465445,0.8292961608775137,561135.0,615.0,790040.0,18145.0,30.0,21880.0,5,down,76,0,0,0.0,-823.079999999993
1073000,37000,0,4,0,0,17930.0,20310.0,129.76432449747887,1506.053892995224,316.025,129764.32449747885,6684,0,hit_death,4.0/0,4.0/0,0.8225,23.08752566594675,0.03,400.9976892744363,37127,101207,6684,1041.4525163173676,cuda,100,100,0.713134236453202,0.8164845173041895,579065.0,645.0,812000.0,17930.0,30.0,21960.0,8,stay,22,0,0,0.0,-828.6599999999927
1074000,38000,0,4,0,0,18665.0,21285.0,160.78539826167045,1506.053892995224,196.2083333333333,160785.39826167046,6690,0,hit_death,4.0/0,4.0/0,0.7143333333333334,23.458787435936674,0.03,431.3746491384397,38133,101457,6690,1084.080465555191,cuda,100,100,0.7167713929393706,0.8515054744525548,597730.0,675.0,833920.0,18665.0,30.0,21920.0,5,down,35,0,0,0.0,-834.2399999999924
1075000,39000,0,4,0,0,19185.0,21845.0,217.2038608721963,1506.053892995224,157.29999999999998,217203.8608721963,6694,0,hit_death,4.0/0,4.0/0,0.7118333333333333,22.409958062648336,0.03,399.0968516899831,39137,101707,6694,1128.703485250473,cuda,100,100,0.7207961396457447,0.8736338797814208,616915.0,695.0,855880.0,19185.0,20.0,21960.0,3,right,169,0,0,0.0,-838.0199999999921
1076000,40000,0,4,0,0,18905.0,21505.0,186.62542874617472,1506.053892995224,265.4208333333333,186625.42874617473,6699,0,hit_death,4.0/0,4.0/0,0.776,22.091783051744613,0.03,386.69074536736247,40142,101957,6699,1173.9691841602325,cuda,100,100,0.7243665694495078,0.8640310786106032,635820.0,720.0,877760.0,18905.0,25.0,21880.0,1,up,116,0,0,0.0,-842.6599999999919
1077000,41000,0,4,0,0,18185.0,20565.0,155.08593199820461,1506.053892995224,101.56250000000003,155085.9319982046,6705,0,hit_death,4.0/0,4.0/0,0.7113333333333334,22.758153382959946,0.03,471.1680989510716,41148,102207,6705,1217.9094803333282,cuda,100,100,0.7269306864662991,0.8296076642335767,654005.0,750.0,899680.0,18185.0,30.0,21920.0,5,down,43,0,0,0.0,-848.1999999999916
1078000,42000,0,4,0,0,20245.0,23205.0,286.35518546131414,1506.053892995224,399.80625000000003,286355.18546131416,6708,0,hit_death,4.0/0,4.0/0,0.7085,20.64861611524515,0.03,427.9108527843637,42151,102457,6708,1266.3388760089874,cuda,100,100,0.7315763204722018,0.9219034608378871,674250.0,765.0,921640.0,20245.0,15.0,21960.0,2,right-up,371,0,0,0.0,-851.0699999999914
1079000,43000,0,4,0,0,18900.0,21480.0,224.64227842949668,1506.053892995224,134.53541666666663,224642.27842949668,6713,0,hit_death,4.0/0,4.0/0,0.6286666666666667,22.753365642868356,0.03,420.8236196755043,43156,102707,6713,1310.2894172668457,cuda,100,100,0.7345803306485799,0.860655737704918,693150.0,790.0,943600.0,18900.0,25.0,21960.0,1,up,120,0,0,0.0,-855.7299999999912
1080000,44000,0,4,0,0,17920.0,20280.0,99.68510488619361,1506.053892995224,416.7083333333333,99685.10488619361,6720,0,hit_death,4.0/0,4.0/0,0.8031666666666667,23.80877803145603,0.03,406.0538137937594,44163,102957,6720,1352.2917325496674,cuda,100,100,0.7364937647594979,0.8190127970749543,711070.0,825.0,965480.0,17920.0,35.0,21880.0,5,down,258,0,0,0.0,-862.2299999999908
1081000,45000,0,4,0,0,19495.0,22275.0,271.7433149802578,1506.053892995224,206.4166666666666,271743.3149802578,6724,0,hit_death,4.0/0,4.0/0,0.6891666666666667,21.712398157843275,0.03,414.9435190136302,45167,103207,6724,1398.34836769104,cuda,100,100,0.7398576116017176,0.8877504553734062,730565.0,845.0,987440.0,19495.0,20.0,21960.0,5,down,47,0,0,0.0,-865.9699999999906
1082000,46000,0,4,0,0,19735.0,22555.0,324.65499153158294,1506.053892995224,199.059375,324654.99153158296,6727,0,hit_death,4.0/0,4.0/0,0.5463333333333333,20.932278466880923,0.03,423.51419135499924,46170,103457,6727,1446.1224756240845,cuda,100,100,0.7433128591242322,0.89867941712204,750300.0,860.0,1009400.0,19735.0,15.0,21960.0,7,left,114,0,0,0.0,-868.7799999999904
1083000,47000,0,4,0,0,19430.0,22170.0,222.71985802341032,1506.053892995224,610.0760416666667,222719.8580234103,6731,0,hit_death,4.0/0,4.0/0,0.7668333333333334,21.06456492165238,0.03,406.03596367149646,47174,103707,6731,1493.5965678691864,cuda,100,100,0.7463541868673157,0.886405109489051,769730.0,880.0,1031320.0,19430.0,20.0,21920.0,1,up,196,0,0,0.0,-872.5399999999902
1084000,48000,0,4,0,0,18950.0,21570.0,193.4078283659844,1506.053892995224,214.9916666666666,193407.82836598437,6736,0,hit_death,4.0/0,4.0/0,0.766,22.097669615060468,0.03,388.7065511200299,48179,103957,6736,1538.8502085208893,cuda,100,100,0.7488131859785044,0.864507299270073,788680.0,905.0,1053240.0,18950.0,25.0,21920.0,0,left-up,58,0,0,0.0,-877.13999999999
1085000,49000,0,4,0,0,19525.0,22245.0,245.12862622648692,1506.053892995224,399.19187500000004,245128.62622648693,6740,0,hit_death,4.0/0,4.0/0,0.6848333333333333,21.950092091336977,0.03,411.72016809636375,49183,104207,6740,1584.408103942871,cuda,100,100,0.7516787574404762,0.8891165755919854,808205.0,925.0,1075200.0,19525.0,20.0,21960.0,5,down,175,0,0,0.0,-880.8699999999898
1086000,50000,0,4,0,0,19455.0,22135.0,224.6017150857409,1506.053892995224,326.38645833333334,224601.7150857409,6745,0,hit_death,4.0/0,4.0/0,0.7086666666666667,21.48143293655963,0.03,394.0981358388202,50000,104457,6745,1630.9609334468842,cuda,100,100,0.7543933206941811,0.8875456204379562,827660.0,950.0,1097120.0,19455.0,25.0,21920.0,5,down,27,0,0,0.0,-885.5299999999895
1087000,51000,0,4,0,0,19350.0,22070.0,249.91970185833924,1506.053892995224,327.1010416666666,249919.70185833925,6749,0,hit_death,4.0/0,4.0/0,0.6911666666666667,21.588486229893725,0.03,419.1770781522065,50000,104707,6749,1677.282921552658,cuda,100,100,0.756907706605662,0.8827554744525548,847010.0,970.0,1119040.0,19350.0,20.0,21920.0,6,left-down,26,0,0,0.0,-889.2899999999893
1088000,52000,0,4,0,0,20275.0,23255.0,337.6216298815309,1506.053892995224,371.5875,337621.6298815309,6751,0,hit_death,4.0/0,4.0/0,0.6091666666666666,20.59288895028012,0.03,421.84212117307163,50000,104957,6751,1725.8443739414215,cuda,100,100,0.7601095530236635,0.9232695810564663,867285.0,980.0,1141000.0,20275.0,10.0,21960.0,1,up,222,0,0,0.0,-891.2299999999891
1089000,53000,0,4,0,0,19705.0,22445.0,265.98062789653954,1506.053892995224,262.9708333333333,265980.6278965395,6755,0,hit_death,4.0/0,4.0/0,0.6923333333333334,22.008509581615865,0.03,507.507645433323,50000,105207,6755,1771.2813444137573,cuda,100,100,0.7627265848037699,0.8989507299270073,886990.0,1000.0,1162920.0,19705.0,20.0,21920.0,3,right,111,0,0,0.0,-894.9799999999889
1090000,54000,0,4,0,0,19475.0,22295.0,310.27142950351896,1506.053892995224,461.559375,310271.429503519,6759,0,hit_death,4.0/0,4.0/0,0.5318333333333334,20.95026940847955,0.03,449.0486146124242,50000,105457,6759,1819.0134274959564,cuda,100,100,0.7650526653387799,0.8884580291970803,906465.0,1020.0,1184840.0,19475.0,20.0,21920.0,1,up,46,0,0,0.0,-898.6599999999887
1091000,55000,0,4,0,0,18500.0,21040.0,160.26579722857414,1506.053892995224,200.2916666666667,160265.79722857414,6765,0,hit_death,4.0/0,4.0/0,0.715,22.889938819748227,0.03,460.72513257081835,50000,105707,6765,1862.7007439136505,cuda,100,100,0.7665117011402811,0.8455210237659964,924965.0,1050.0,1206720.0,18500.0,30.0,21880.0,1,up,38,0,0,0.0,-904.1799999999885
1092000,56000,0,4,0,0,20465.0,23485.0,320.48197304628354,1506.053892995224,1.12,320481.9730462835,6768,0,hit_death,4.0/0,4.0/0,0.6303333333333333,20.51673818503011,0.03,481.28167881178234,50000,105957,6768,1911.441435098648,cuda,100,100,0.7694680470097991,0.9319216757741348,945430.0,1065.0,1228680.0,20465.0,15.0,21960.0,1,up,8,9,0,-0.08,-906.4499999999882
1093000,57000,0,4,0,0,18280.0,20820.0,149.9470580417082,1506.053892995224,184.51249999999996,149947.0580417082,6773,0,hit_death,4.0/0,4.0/0,0.8411666666666666,23.065077077086766,0.03,426.3792080183474,50000,106207,6773,1954.798024892807,cuda,100,100,0.7706227610030706,0.8354661791590493,963710.0,1090.0,1250560.0,18280.0,25.0,21880.0,3,right,89,0,0,0.0,-911.669999999988
1094000,58000,0,4,0,0,19315.0,22035.0,256.8670003709571,1506.053892995224,387.12604166666665,256867.00037095707,6777,0,hit_death,4.0/0,4.0/0,0.672,21.10306935934256,0.03,412.8727043368589,50000,106457,6777,2002.184496641159,cuda,100,100,0.7725025932794769,0.8795537340619308,983025.0,1110.0,1272520.0,19315.0,20.0,21960.0,5,down,64,0,0,0.0,-915.3899999999878
